,gps_height,longitude,latitude,basin,region,extraction_type_class,management_group,payment,quality_group,source_class,waterpoint_type_group,target
19763,0,31.71023556,-2.52392502,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
19786,0,30.92532082,-1.58546011,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
19803,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
19808,0,30.58757438,-2.55349659,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
19834,0,32.69152992,-2.68417946,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
19850,0,33.61624655,-3.06915347,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
19854,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
19863,0,30.87875186,-1.55420645,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,1
19869,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
19870,1316,34.27247841,-1.71813115,Lake Victoria,Mara,manual,other,unknown,good,groundwater,hand pump,1
19874,0,31.51570238,-1.39708025,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
19885,1609,34.41122808,-1.36522211,Lake Victoria,Mara,manual,commercial,unknown,good,groundwater,hand pump,1
19889,0,31.57742033,-1.60471339,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
19893,1261,34.037187599999996,-1.25380663,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
19902,1182,32.96638382,-2.08269716,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
19903,1617,34.68085539,-1.85133836,Lake Victoria,Mara,manual,other,never pay,good,groundwater,hand pump,0
19914,0,31.37291459,-1.11739894,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,0
19920,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
19925,1157,33.38714054,-1.90286731,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
19928,0,33.2534077,-2.97900295,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
19933,1326,33.98716945,-1.93252446,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
19941,1476,34.06637117,-1.92654062,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
19942,1610,34.63594284,-1.87987757,Lake Victoria,Mara,other,commercial,unknown,good,surface,communal standpipe,0
19944,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,1
19948,0,30.72809805,-2.68458522,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
19952,1263,34.26359313,-1.71088237,Lake Victoria,Mara,manual,other,never pay,other,groundwater,hand pump,1
19970,0,33.64503423,-2.78403944,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
19987,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,groundwater,hand pump,0
19997,0,33.59138453,-3.14921333,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20004,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,0
20010,1305,33.79827006,-1.92561684,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
20016,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,other,good,groundwater,communal standpipe,1
20037,1226,33.75832416,-1.96539901,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
20054,1468,34.35362061,-1.82230072,Lake Victoria,Mara,other,other,never pay,good,surface,communal standpipe,1
20059,0,33.15976846,-2.46939527,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
20068,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
20077,0,32.5159238,-2.3314413,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20079,0,31.12795658,-1.64523971,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,hand pump,0
20082,0,31.74452879,-2.39938177,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20091,0,30.54134229,-2.74757213,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20096,0,33.00121162,-2.91138875,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,surface,communal standpipe,0
20097,1506,33.98552511,-1.72016254,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
20114,1358,34.5254161,-1.74709942,Lake Victoria,Mara,other,user-group,unknown,good,groundwater,communal standpipe,0
20118,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20129,0,33.58515221,-3.14451206,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20133,0,32.74991029,-3.9148299,Lake Victoria,Shinyanga,other,user-group,other,good,groundwater,communal standpipe,0
20139,0,30.63760616,-2.69921378,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
20142,0,30.64657119,-1.18565924,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20157,1614,34.75858444,-1.78156909,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,0
20162,0,34.07604378,-3.12407083,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,0
20169,0,30.60333356,-2.4900703999999996,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
20179,1269,33.87800488,-1.72580001,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
20197,1359,34.50197018,-1.99514188,Lake Victoria,Mara,other,user-group,never pay,good,groundwater,communal standpipe,0
20205,0,33.48246919,-3.10776522,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20206,0,30.69697551,-2.46770276,Lake Victoria,Kagera,manual,commercial,other,good,groundwater,communal standpipe,1
20216,0,33.3715248,-3.17480873,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20220,1599,34.70519919,-1.83951841,Lake Victoria,Mara,mechanical,commercial,never pay,good,surface,hand pump,1
20230,0,30.88105518,-1.55907447,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,1
20237,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,parastatal,never pay,other,groundwater,hand pump,0
20238,0,30.99761288,-1.72537794,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
20248,1301,32.99299884,-2.0724247,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
20266,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20269,0,30.95038616,-1.29092737,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
20275,1197,33.86432173,-1.54109572,Lake Victoria,Mara,other,user-group,never pay,good,surface,communal standpipe,0
20279,1198,33.03923808,-2.0152721999999996,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
20284,1249,33.84935784,-1.80756683,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,0
20300,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20305,0,31.12334367,-1.71853288,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,1
20314,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
20334,0,33.37459723,-2.79717803,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
20338,0,32.78640711,-3.28638422,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20343,1543,34.6444579,-1.78237959,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,0
20352,0,32.77748678,-2.5264488999999997,Lake Victoria,Mwanza,other,user-group,never pay,good,groundwater,hand pump,0
20353,0,30.79929976,-2.43219602,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,0
20357,0,31.42559151,-1.21107413,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
20366,0,31.75268789,-1.49069549,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
20387,0,33.6127119,-2.95380463,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20399,0,33.53654999,-2.96726725,Lake Victoria,Shinyanga,other,user-group,never pay,good,surface,communal standpipe,0
20401,0,31.17045839,-1.47020308,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,1
20404,1379,34.67596393,-2.15061167,Lake Victoria,Mara,mechanical,user-group,unknown,other,groundwater,communal standpipe,1
20416,1577,34.70770928,-1.74402121,Lake Victoria,Mara,other,user-group,other,good,surface,hand pump,0
20427,0,32.81703144,-2.52689803,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
20428,0,31.06843392,-1.34557382,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
20433,0,30.82331397,-1.07295828,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,1
20439,0,30.67087895,-1.23592551,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
20443,1323,34.28612958,-1.69885535,Lake Victoria,Mara,manual,other,never pay,good,surface,hand pump,0
20448,1202,33.97251459,-1.42515839,Lake Victoria,Mara,mechanical,user-group,never pay,good,surface,communal standpipe,0
20450,0,33.30632144,-2.93475882,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
20451,1188,33.99119406,-1.21238114,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,1
20458,1144,33.53692272,-2.03056536,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
20466,0,31.78851637,-1.46825296,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
20470,1480,34.05117741,-1.90646553,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,0
20476,0,31.71236904,-2.52284056,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
20483,0,31.1564191,-1.4474854,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
20490,0,30.82929363,-1.38270007,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
20515,0,30.93877124,-1.60650762,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,1
20523,0,33.96751158,-3.11718532,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,1
20524,0,32.04645808,-2.30892394,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
20528,1291,33.888901000000004,-1.71367726,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
20538,0,31.43722807,-1.19897064,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,0
20539,1278,34.29651087,-1.68854439,Lake Victoria,Mara,mechanical,user-group,never pay,other,groundwater,communal standpipe,0
20545,0,31.31647979,-2.61482043,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
20549,0,31.65020211,-2.78715923,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20551,1595,34.73218517,-1.80746181,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,0
20558,0,30.95410484,-1.64186873,Lake Victoria,Kagera,other,other,never pay,good,groundwater,communal standpipe,1
20579,0,33.07437138,-2.3857197,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,0
20583,0,30.63560394,-2.48048644,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20602,1357,34.16126433,-2.95341682,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
20605,0,31.309093800000003,-2.6297886000000004,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,1
20607,0,32.87541799,-2.63320497,Lake Victoria,Mwanza,mechanical,user-group,other,good,surface,communal standpipe,1
20616,1172,32.90893169,-1.89519416,Lake Victoria,Mwanza,manual,user-group,never pay,unknown,groundwater,hand pump,1
20618,0,33.35180159,-2.86090731,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
20621,0,30.58814933,-2.49459841,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
20624,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,groundwater,hand pump,1
20625,0,31.56171178,-1.52604649,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,1
20630,0,33.77377116,-3.17366597,Lake Victoria,Shinyanga,other,commercial,other,good,surface,communal standpipe,1
20631,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,other,good,groundwater,communal standpipe,1
20635,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
20647,0,33.347042800000004,-2.81776927,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20654,0,31.603954700000003,-1.78173455,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
20656,1378,34.01978291,-1.90520107,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
20657,0,30.95481544,-1.26073973,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
20665,1287,34.3301209,-1.64416521,Lake Victoria,Mara,manual,commercial,never pay,other,groundwater,hand pump,1
20669,0,30.64325491,-2.51132788,Lake Victoria,Kagera,manual,commercial,other,good,groundwater,communal standpipe,1
20671,0,32.6391505,-2.52525911,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20681,0,33.10982716,-3.08757865,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
20685,1275,33.04419723,-2.05106597,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
20694,1241,34.34826773,-1.63858868,Lake Victoria,Mara,manual,commercial,never pay,good,groundwater,hand pump,1
20697,1295,33.94932225,-2.00568581,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
20707,1283,33.73824568,-1.910207,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
20711,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
20721,0,33.49739411,-2.87635542,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20728,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,1
20745,0,33.54340476,-3.00756289,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20760,0,33.17873001,-2.82343074,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20773,0,33.45167297,-2.90121271,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20779,0,31.57496524,-1.85159748,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
20782,0,31.77034758,-1.32473323,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
20799,0,32.69097615,-2.50852149,Lake Victoria,Mwanza,other,user-group,other,good,surface,communal standpipe,0
20808,0,30.56602876,-2.57484252,Lake Victoria,Kagera,manual,parastatal,other,good,groundwater,communal standpipe,0
20825,1339,34.09891929,-2.88569176,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
20830,0,31.77699376,-1.15412306,Lake Victoria,Kagera,mechanical,user-group,never pay,good,surface,communal standpipe,0
20842,0,31.54904643,-1.5064387,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,0
20844,0,33.59919834,-3.21947744,Lake Victoria,Shinyanga,other,user-group,other,good,groundwater,communal standpipe,0
20853,0,33.63806779,-2.80200399,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,0
20863,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,parastatal,never pay,good,groundwater,hand pump,0
20869,0,31.555178499999997,-1.79163188,Lake Victoria,Kagera,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
20878,0,33.27963629,-2.71683661,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20886,1458,34.40522315,-1.32518413,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
20889,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
20891,0,31.76703036,-1.25360796,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
20898,0,30.91521375,-1.54073719,Lake Victoria,Kagera,manual,user-group,other,other,groundwater,hand pump,1
20904,1428,34.40522673,-1.30710434,Lake Victoria,Mara,manual,unknown,unknown,other,groundwater,hand pump,1
20906,0,31.14048293,-1.34310907,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
20917,1152,33.87792988,-1.39872531,Lake Victoria,Mara,mechanical,user-group,unknown,good,surface,communal standpipe,0
20919,0,32.90045828,-3.39962747,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
20922,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
20931,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
20934,0,33.24444652,-2.5949597,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,0
20937,0,33.32564967,-2.94289961,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
20946,0,32.75709818,-2.54187549,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
