,gps_height,longitude,latitude,region,lga,population,permit,extraction_type_class,management_group,payment,quality_group,quantity,source_class,waterpoint_type_group,target
18005,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18011,0,33.15950256,-2.59415245,Mwanza,Magu,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
18016,0,31.42383406,-1.62003748,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
18031,1197,32.96384185,-2.08068235,Mwanza,Ukerewe,200,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
18039,1319,33.96659764,-1.65223242,Mara,Musoma Rural,320,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
18051,0,32.7021445,-3.34873162,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,other,good,enough,groundwater,hand pump,functional
18061,0,31.39454043,-1.12998048,Kagera,Misenyi,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18066,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
18068,1166,33.35089247,-1.71497646,Mwanza,Ukerewe,800,True,handpump,other,never pay,good,insufficient,groundwater,hand pump,non functional
18095,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,non functional
18102,0,30.98285593,-1.67951515,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
18109,0,31.46016412,-1.48721923,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
18115,0,33.30439813,-2.71151536,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18117,1161,33.22832884,-2.10403473,Mara,Bunda,250,False,handpump,user-group,pay when scheme fails,salty,dry,groundwater,hand pump,non functional
18119,0,33.30313207,-2.79730205,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18125,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,unknown,insufficient,groundwater,hand pump,non functional
18131,0,33.0146927,-2.47048636,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18140,1332,34.61117894,-1.64650445,Mara,Serengeti,500,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
18158,0,31.45553134,-2.13202585,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
18165,0,32.14419157,-2.40759957,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18173,0,34.27058549,-2.99807734,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18178,0,33.28801016,-2.82999146,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18192,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
18204,1370,34.37975125,-1.7869418999999995,Mara,Serengeti,560,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18217,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,insufficient,groundwater,hand pump,functional
18219,0,32.96141018,-2.6468057000000003,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,enough,groundwater,hand pump,functional
18254,0,32.62852766,-3.63201561,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump,non functional
18257,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
18262,0,33.53321842,-2.78558183,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18263,0,32.637826399999994,-2.82061393,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
18266,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
18279,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
18281,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,colored,enough,groundwater,hand pump,non functional
18283,0,34.41575521,-2.91469818,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18285,0,33.65032605,-2.69477529,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
18292,0,31.83734811,-2.62017494,Kagera,Chato,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
<<<<<<< HEAD
18293,0,31.8532112,-1.16240084,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
=======
18293,0,31.853211199999997,-1.16240084,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
18301,0,33.55395928,-2.83141883,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18302,0,32.84323457,-2.91435885,Mwanza,Missungwi,0,True,submersible,user-group,never pay,unknown,unknown,surface,communal standpipe,functional
18314,0,33.27995416,-2.75349267,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18316,0,0.0,-2e-08,Mwanza,Magu,0,True,motorpump,user-group,never pay,good,enough,surface,communal standpipe,functional
18318,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,parastatal,never pay,good,enough,groundwater,hand pump,non functional
18325,1214,34.0865708,-1.11325161,Mara,Tarime,300,False,submersible,user-group,pay monthly,good,enough,surface,communal standpipe,non functional
18340,0,31.52915572,-1.59126046,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
18342,0,30.55329562,-2.77493266,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18346,1270,33.85798141,-1.78957867,Mara,Musoma Rural,250,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
18347,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,non functional
18350,0,32.09395106,-2.43455858,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,dry,groundwater,hand pump,functional
18353,0,31.20746926,-1.42079421,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
18356,0,33.69109341,-2.98589656,Shinyanga,Maswa,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,functional
18359,0,33.5123157,-2.96763928,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18362,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18366,0,34.09230556,-3.09750176,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
18368,1328,34.41018287,-1.60386782,Mara,Serengeti,50,True,gravity,commercial,never pay,good,enough,groundwater,communal standpipe,functional
18373,0,30.65445742,-1.26870464,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional
18381,1364,34.219360200000004,-2.96014784,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18414,1176,33.54412306,-2.06452522,Mara,Bunda,6000,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,non functional
18415,0,33.47057134,-2.83222413,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18423,0,30.53406751,-2.43335547,Kagera,Ngara,0,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
18436,0,30.59931715,-2.44661048,Kagera,Ngara,0,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
18439,0,32.71375664,-2.97924754,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
18440,1328,32.98128318,-2.06666064,Mwanza,Ukerewe,1500,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
18441,0,32.55522496,-3.53222263,Shinyanga,Kahama,0,False,handpump,unknown,unknown,unknown,unknown,groundwater,hand pump,functional
18443,0,32.13301078,-2.43115392,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18464,0,33.37711212,-2.81222706,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18466,0,30.48656746,-2.53171222,Kagera,Ngara,0,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
18472,0,32.24483805,-2.48320487,Mwanza,Sengerema,0,True,handpump,commercial,never pay,good,dry,groundwater,hand pump,non functional
18474,0,30.91536814,-1.55481024,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
18476,1185,33.95770513,-1.43181392,Mara,Rorya,85,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
18479,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
18490,0,33.52752185,-3.01429319,Shinyanga,Maswa,0,False,other,user-group,never pay,good,dry,groundwater,hand pump,non functional
18495,1364,34.27304268,-2.9882897,Shinyanga,Bariadi,300,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18496,0,33.63414528,-2.79458638,Mwanza,Magu,0,True,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,functional
18504,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,parastatal,never pay,good,insufficient,groundwater,hand pump,non functional
18505,0,33.50540462,-3.2884876000000003,Shinyanga,Kishapu,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
18526,0,30.7341469,-2.4764776,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
18530,0,33.61755406,-2.87527165,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18534,0,34.09381859,-3.07231262,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
18544,1250,34.31339785,-1.67145801,Mara,Serengeti,120,True,rope pump,other,never pay,salty,enough,groundwater,hand pump,functional
18553,0,33.16188542,-2.82331959,Mwanza,Missungwi,0,True,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,functional
18568,0,31.75869946,-1.05903785,Kagera,Misenyi,0,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
18570,0,33.34983539,-3.18835768,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18578,0,30.79147161,-1.0395124,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
18590,0,33.23652505,-2.96293312,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
18591,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18602,0,33.37902173,-2.82665142,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18618,0,31.62548744,-1.71455028,Kagera,Muleba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18620,0,33.55030295,-2.52214447,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
18627,1162,33.62289782,-2.13939372,Mara,Bunda,200,False,other,user-group,unknown,salty,dry,groundwater,hand pump,non functional
18636,1164,33.51045281,-2.1482166,Mara,Bunda,100,True,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
18644,0,33.36031756,-3.34590183,Shinyanga,Kishapu,0,False,gravity,unknown,unknown,good,seasonal,surface,communal standpipe,functional
18653,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
18655,0,31.25046856,-1.56084251,Kagera,Karagwe,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
18661,0,30.70185682,-1.25986385,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
18662,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,enough,groundwater,hand pump,non functional
18669,0,31.21597751,-1.55741107,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional
18676,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18682,1523,33.98820028,-1.72004574,Mara,Musoma Rural,320,False,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional
18687,1675,34.50842281,-1.37583054,Mara,Tarime,2000,True,handpump,commercial,pay per bucket,good,enough,groundwater,hand pump,non functional
18718,0,0.0,-2e-08,Mwanza,Magu,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
18721,0,31.75531122,-2.63978068,Kagera,Chato,0,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
18738,0,33.00899452,-3.20978832,Mwanza,Kwimba,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,non functional
18747,0,30.85079557,-2.49414077,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
18754,1285,34.27854513,-1.69005938,Mara,Serengeti,200,True,motorpump,user-group,never pay,salty,insufficient,groundwater,communal standpipe,non functional
18762,0,31.40999975,-1.19145914,Kagera,Misenyi,0,True,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,functional
18766,1250,34.15733148,-1.70544373,Mara,Musoma Rural,253,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
18767,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,pay when scheme fails,salty,insufficient,groundwater,hand pump,non functional
<<<<<<< HEAD
18769,1186,32.92395676,-1.9575972,Mwanza,Ukerewe,400,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18780,0,31.80532374,-1.34857192,Kagera,Bukoba Urban,0,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
18785,0,31.12567444,-1.70945559,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
18800,1192,33.04079737,-2.01400583,Mwanza,Ukerewe,350,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
18801,0,30.59220713,-2.5383808,Kagera,Ngara,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
=======
18769,1186,32.92395676,-1.9575971999999997,Mwanza,Ukerewe,400,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18780,0,31.80532374,-1.34857192,Kagera,Bukoba Urban,0,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
18785,0,31.12567444,-1.70945559,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
18800,1192,33.04079737,-2.01400583,Mwanza,Ukerewe,350,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
18801,0,30.59220713,-2.5383807999999997,Kagera,Ngara,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
18808,0,0.0,-2e-08,Mwanza,Magu,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
18811,0,31.65257469,-1.84860709,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
18827,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
18839,0,30.93892971,-1.403907,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
